"","HAGRID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Common name","Female maturity (days)","Male maturity (days)","Gestation/Incubation (days)","Weaning (days)","Litter/Clutch size","Litters/Clutches per year","Inter-litter/Interbirth interval","Birth weight (g)","Weaning weight (g)","Adult weight (g)","Growth rate (1/days)","Maximum longevity (yrs)","Source","Specimen origin","Sample size","Data quality","IMR (per yr)","MRDT (yrs)","Metabolic rate (W)","Body mass (g)","Temperature (K)","References"
"3673","03692","Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius","budegassa","Black-bellied angler",1460,1460,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454,585"
"3674","03693","Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius","piscatorius","Anglerfish",1642,1642,NA,NA,NA,NA,NA,NA,NA,31735,NA,24,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3675","03694","Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius","vomerinus","Cape monk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3676","03695","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Aldrichetta","forsteri","Yellow-eye mullet",912,912,NA,NA,NA,NA,NA,NA,NA,522.5,NA,7,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3677","03696","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Chelon","labrosus","Thicklipped mullet",1095,1095,NA,NA,NA,NA,NA,NA,NA,2475,NA,25,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3678","03697","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Liza","ramado","Thinlip mullet",1277,1277,NA,NA,NA,NA,NA,NA,NA,1595,NA,10,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3679","03698","Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Mugil","cephalus","Striped mullet",730,730,NA,NA,NA,NA,NA,NA,NA,4400,NA,16,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3680","03699","Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Benthosema","glaciale","Glacier lanterfish",912,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3681","03700","Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Electrona","risso","Chubby flashlightfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3682","03701","Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Lampanyctodes","hectoris","Hector's lanternfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3683","03702","Animalia","Chordata","Teleostei","Myctophiformes","Myctophidae","Stenobrachius","leucopsarus","Northern lampfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1"
"3684","03703","Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Genypterus","blacodes","Australian rockling",NA,NA,NA,NA,NA,NA,NA,NA,NA,13750,NA,30,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3685","03704","Animalia","Chordata","Teleostei","Osmeriformes","Alepocephalidae","Alepocephalus","bairdii","Baird's smoothhead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3686","03705","Animalia","Chordata","Teleostei","Osmeriformes","Argentinidae","Argentina","elongata","Silverside",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3687","03706","Animalia","Chordata","Teleostei","Osmeriformes","Argentinidae","Argentina","silus","Atlantic argentine",2190,2555,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454,585"
"3688","03707","Animalia","Chordata","Teleostei","Osmeriformes","Galaxiidae","Galaxiella","nigrostriata","Black-stripe minnow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3689","03708","Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Hypomesus","olidus","Pond smelt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3690","03709","Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Hypomesus","pretiosus","Surf smelt",547,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,454"
"3691","03710","Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Mallotus","villosus","Capelin",1095,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,454,524,585"
"3692","03711","Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Osmerus","eperlanus","Smelt",730,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3693","03712","Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Osmerus","mordax","Rainbow smelt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1"
"3694","03713","Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Plecoglossus","altivelis","Ayu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"unknown","medium","acceptable",NA,NA,NA,NA,NA,"454,516,524"
"3695","03714","Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Spirinchus","thaleichthys","Longfin smelt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3696","03715","Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Thaleichthys","pacificus","Eulachon",912,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,454"
"3697","03716","Animalia","Chordata","Teleostei","Osmeriformes","Retropinnidae","Prototroctes","maraena","Australian grayling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3698","03717","Animalia","Chordata","Teleostei","Osmeriformes","Retropinnidae","Retropinna","semoni","Australian smelt",365,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3699","03718","Animalia","Chordata","Teleostei","Osteoglossiformes","Hiodontidae","Hiodon","alosoides","Goldeye",NA,NA,NA,NA,NA,NA,NA,NA,NA,946,NA,14,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3700","03719","Animalia","Chordata","Teleostei","Osteoglossiformes","Hiodontidae","Hiodon","tergisus","Mooneye",NA,NA,NA,NA,NA,NA,NA,NA,NA,498.85,NA,10,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3701","03720","Animalia","Chordata","Teleostei","Osteoglossiformes","Mormyridae","Mormyrus","rume","Mormyrids",NA,NA,NA,NA,NA,NA,NA,NA,NA,2915,NA,6,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3702","03721","Animalia","Chordata","Teleostei","Osteoglossiformes","Mormyridae","Pollimyrus","isidori","Mormyrid",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,29,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,454,520"
"3703","03722","Animalia","Chordata","Teleostei","Osteoglossiformes","Notopteridae","Xenomystus","nigri","African knifefish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,"520","captivity","medium","acceptable",NA,NA,NA,NA,NA,"520"
"3704","03723","Animalia","Chordata","Teleostei","Osteoglossiformes","Osteoglossidae","Osteoglossum","bicirrhosum","Arawana",NA,NA,NA,NA,NA,NA,NA,NA,NA,2530,NA,6.5,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,454"
"3705","03724","Animalia","Chordata","Teleostei","Perciformes","Ammodytidae","Ammodytes","hexapterus","Pacific sand lance",912,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,454"
"3706","03725","Animalia","Chordata","Teleostei","Perciformes","Ammodytidae","Ammodytes","marinus","Sand eel",912,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3707","03726","Animalia","Chordata","Teleostei","Perciformes","Ammodytidae","Ammodytes","tobianus","Lesser sand eel",547,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3708","03727","Animalia","Chordata","Teleostei","Perciformes","Anabantidae","Anabas","testudineus","Climbing perch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"583","captivity","small","acceptable",NA,NA,NA,NA,NA,"583"
"3709","03728","Animalia","Chordata","Teleostei","Perciformes","Anabantidae","Ctenopoma","kingsleyae","Miss Kingsley's climbing perch",NA,NA,NA,NA,NA,NA,NA,NA,NA,68.75,NA,8.7,"583","captivity","small","acceptable",NA,NA,NA,NA,NA,"454,583"
"3710","03729","Animalia","Chordata","Teleostei","Perciformes","Arripidae","Arripis","georgianus","Australian ruff",1095,1095,NA,NA,NA,NA,NA,NA,NA,440,NA,7,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3711","03730","Animalia","Chordata","Teleostei","Perciformes","Arripidae","Arripis","trutta","Australian salmon",NA,NA,NA,NA,NA,NA,NA,NA,NA,5170,NA,26,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3712","03731","Animalia","Chordata","Teleostei","Perciformes","Arripidae","Arripis","truttacea","Western Australian salmon",1551,1551,NA,NA,NA,NA,NA,NA,NA,5775,NA,9,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3713","03732","Animalia","Chordata","Teleostei","Perciformes","Blenniidae","Lipophrys","pholis","Shanny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3714","03733","Animalia","Chordata","Teleostei","Perciformes","Blenniidae","Omobranchus","punctatus","Muzzled blenny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3715","03734","Animalia","Chordata","Teleostei","Perciformes","Blenniidae","Parablennius","gattorugine","Tompot blenny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"583","captivity","small","acceptable",NA,NA,NA,NA,NA,"583"
"3716","03735","Animalia","Chordata","Teleostei","Perciformes","Bramidae","Brama","brama","Atlantic pomfret",NA,NA,NA,NA,NA,NA,NA,NA,NA,3300,NA,9,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3717","03736","Animalia","Chordata","Teleostei","Perciformes","Bramidae","Taractichthys","steindachneri","Sickle pomfret",NA,NA,NA,NA,NA,NA,NA,NA,NA,6050,NA,8,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3718","03737","Animalia","Chordata","Teleostei","Perciformes","Callionymidae","Callionymus","lyra","European dragonet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"520","wild","medium","acceptable",NA,NA,NA,NA,NA,"520"
"3719","03738","Animalia","Chordata","Teleostei","Perciformes","Carangidae","Caranx","crysos","Blue runner",NA,NA,NA,NA,NA,NA,NA,NA,NA,2777.5,NA,11,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3720","03739","Animalia","Chordata","Teleostei","Perciformes","Carangidae","Pseudocaranx","dentex","White trevally",NA,NA,NA,NA,NA,NA,NA,NA,NA,9955,NA,49,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3721","03740","Animalia","Chordata","Teleostei","Perciformes","Carangidae","Trachurus","declivis","Greenback horse mackerel",1186,1186,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3722","03741","Animalia","Chordata","Teleostei","Perciformes","Carangidae","Trachurus","japonicus","Japanese jack mackerel",NA,NA,NA,NA,NA,NA,NA,NA,NA,363,NA,NA,NA,"unknown","small","low",NA,NA,NA,NA,NA,"454"
"3723","03742","Animalia","Chordata","Teleostei","Perciformes","Carangidae","Trachurus","murphyi","Inca scad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3724","03743","Animalia","Chordata","Teleostei","Perciformes","Carangidae","Trachurus","novaezelandiae","Yellowtail horse mackerel",1277,1277,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3725","03744","Animalia","Chordata","Teleostei","Perciformes","Carangidae","Trachurus","symmetricus","Jack mackerel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"520","wild","medium","acceptable",NA,NA,NA,NA,NA,"520"
"3726","03745","Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Acantharchus","pomotis","Mud sunfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"440","unknown","small","questionable",NA,NA,NA,NA,NA,"440"
"3727","03746","Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Ambloplites","rupestris","Rock bass",NA,NA,NA,NA,NA,NA,NA,NA,NA,824,NA,18,NA,"unknown","medium","acceptable",NA,NA,NA,NA,NA,"442,454,520,524"
"3728","03747","Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Archoplites","interruptus","Sacramento perch",NA,NA,NA,NA,NA,NA,NA,NA,NA,792,NA,6,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3729","03748","Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Centrarchus","macropterus","Flier",NA,NA,NA,NA,NA,NA,NA,NA,NA,308,NA,5,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3730","03749","Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Lepomis","auritus","Redbreast sunfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,467.25,NA,8,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"442,454,520"
"3731","03750","Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Lepomis","cyanellus","Green sunfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,529,NA,9,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,442,454"
"3732","03751","Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Lepomis","macrochirus","Bluegill",NA,NA,NA,NA,NA,NA,NA,NA,NA,1181.25,NA,10,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,442,454"
"3733","03752","Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Lepomis","marginatus","Dollar sunfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3734","03753","Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Lepomis","megalotis","Longear sunfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,434.5,NA,6,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3735","03754","Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Lepomis","microlophus","Redear sunfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,7,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3736","03755","Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Lepomis","symmetricus","Bantam sunfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3737","03756","Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Micropterus","dolomieu","Smallmouth bass",2007,2007,NA,NA,NA,NA,NA,NA,NA,2975.5,NA,26,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3738","03757","Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Micropterus","punctulatus","Spotted bass",NA,NA,NA,NA,NA,NA,NA,NA,NA,2557,NA,7,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3739","03758","Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Micropterus","salmoides","Largemouth bass",1642,1277,NA,NA,NA,NA,NA,NA,NA,5527.5,NA,23,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,442,454"
"3740","03759","Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Pomoxis","annularis","White crappie",NA,NA,NA,NA,NA,NA,NA,NA,NA,1292.5,NA,10,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,454"
"3741","03760","Animalia","Chordata","Teleostei","Perciformes","Centrarchidae","Pomoxis","nigromaculatus","Black crappie",NA,NA,NA,NA,NA,NA,NA,NA,NA,1496,NA,15,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3742","03761","Animalia","Chordata","Teleostei","Perciformes","Centrolophidae","Hyperoglyphe","antarctica","Antarctic butterfish",2281,2281,NA,NA,NA,NA,NA,NA,NA,33000,NA,15,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3743","03762","Animalia","Chordata","Teleostei","Perciformes","Centrolophidae","Seriolella","brama","Whario",1277,1277,NA,NA,NA,NA,NA,NA,NA,2200,NA,15,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3744","03763","Animalia","Chordata","Teleostei","Perciformes","Centrolophidae","Seriolella","porosa","Silver warehou",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3745","03764","Animalia","Chordata","Teleostei","Perciformes","Centropomidae","Centropomus","undecimalis","Common snook",1460,1460,NA,NA,NA,NA,NA,NA,NA,13365,NA,7,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3746","03765","Animalia","Chordata","Teleostei","Perciformes","Centropomidae","Lates","niloticus","Snook",912,NA,NA,NA,NA,NA,NA,NA,NA,110000,NA,7.8,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454,520"
"3747","03766","Animalia","Chordata","Teleostei","Perciformes","Chaetodontidae","Chaetodon","lineolatus","Lined butterflyfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1"
"3748","03767","Animalia","Chordata","Teleostei","Perciformes","Chaetodontidae","Chelmon","rostratus","Longnosed butterflyfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1"
"3749","03768","Animalia","Chordata","Teleostei","Perciformes","Chaetodontidae","Forcipiger","flavissimus","Longnose butterflyfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1"
"3750","03769","Animalia","Chordata","Teleostei","Perciformes","Cheilodactylidae","Cheilodactylus","spectabilis","Brownbanded morwong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3751","03770","Animalia","Chordata","Teleostei","Perciformes","Cheilodactylidae","Nemadactylus","macropterus","Tarakihi",1825,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3752","03771","Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Cichlasoma","bimaculatum","Black acara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3753","03772","Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Cichlasoma","facetum","Chanchito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3754","03773","Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Herichthys","cyanoguttatum","Rio Grande cichlid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"520","captivity","small","acceptable",NA,NA,NA,NA,NA,"520"
"3755","03774","Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Oreochromis","andersonii","Three spotted tilapia",1460,1460,NA,NA,NA,NA,NA,NA,NA,2590.5,NA,13,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3756","03775","Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Oreochromis","esculentus","Singida tilapia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3757","03776","Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Oreochromis","mortimeri","Kariba tilapia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3758","03777","Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Oreochromis","mossambicus","Mozambique mouth-breeder",171,293,NA,NA,NA,NA,NA,NA,NA,621.5,NA,11,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3759","03778","Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Oreochromis","niloticus","Nile tilapia",NA,NA,NA,NA,NA,NA,NA,NA,NA,2400,NA,9,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3760","03779","Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Pseudocrenilabrus","philander","Southern mouthbrooder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3761","03780","Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Sargochromis","codringtonii","Green happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,1215.5,NA,7,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3762","03781","Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Sargochromis","giardi","Pink happy",730,730,NA,NA,NA,NA,NA,NA,NA,1595,NA,7,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3763","03782","Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Serranochromis","angusticeps","Thinface cichlid",NA,NA,NA,NA,NA,NA,NA,NA,NA,1375,NA,9,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3764","03783","Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Serranochromis","carlottae","Rainbow happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,550,NA,6,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3765","03784","Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Serranochromis","macrocephalus","Purpleface largemouth",NA,NA,NA,NA,NA,NA,NA,NA,NA,825,NA,6,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3766","03785","Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Tilapia","rendalli","Redbreast tilapia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1375,NA,7,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3767","03786","Animalia","Chordata","Teleostei","Perciformes","Cichlidae","Tilapia","zillii","Redbelly tilapia",492,492,NA,NA,NA,NA,NA,NA,NA,165,NA,7,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3768","03787","Animalia","Chordata","Teleostei","Perciformes","Coryphaenidae","Coryphaena","equiselis","Pompano dolphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3769","03788","Animalia","Chordata","Teleostei","Perciformes","Coryphaenidae","Coryphaena","hippurus","Common dolphinfish",197,197,NA,NA,NA,NA,NA,NA,NA,22000,NA,4,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3770","03789","Animalia","Chordata","Teleostei","Perciformes","Elassomatidae","Elassoma","zonatum","Banded pygmy sunfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3771","03790","Animalia","Chordata","Teleostei","Perciformes","Embiotocidae","Amphistichus","argenteus","Barred surfperch",NA,NA,NA,NA,NA,NA,NA,NA,NA,1100,NA,9,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454,520"
"3772","03791","Animalia","Chordata","Teleostei","Perciformes","Embiotocidae","Cymatogaster","aggregata","Shiner perch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1"
"3773","03792","Animalia","Chordata","Teleostei","Perciformes","Embiotocidae","Embiotoca","jacksoni","Black perch",NA,NA,NA,NA,NA,NA,NA,NA,NA,385,NA,10,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,454"
"3774","03793","Animalia","Chordata","Teleostei","Perciformes","Embiotocidae","Hyperprosopon","ellipticum","Silver surfperch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1"
"3775","03794","Animalia","Chordata","Teleostei","Perciformes","Epigonidae","Epigonus","telescopus","Telescope cardinal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,"22","wild","medium","acceptable",NA,NA,NA,NA,NA,"22,454"
"3776","03795","Animalia","Chordata","Teleostei","Perciformes","Gempylidae","Rexea","brevilineata","Short-lined escolar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3777","03796","Animalia","Chordata","Teleostei","Perciformes","Gempylidae","Rexea","solandri","Silver gemfish",1825,1460,NA,NA,NA,NA,NA,NA,NA,8800,NA,16,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3778","03797","Animalia","Chordata","Teleostei","Perciformes","Gempylidae","Thyrsites","atun","Atun",1003,1003,NA,NA,NA,NA,NA,NA,NA,3300,NA,10,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3779","03798","Animalia","Chordata","Teleostei","Perciformes","Gobiesocidae","Gastrocyathus","gracilis","New Zealand slender clingfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3780","03799","Animalia","Chordata","Teleostei","Perciformes","Gobiesocidae","Gastroscyphus","hectoris","Hector's clingfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
"3781","03800","Animalia","Chordata","Teleostei","Perciformes","Gobiesocidae","Haplocylix","littoreus","Giant clingfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"454","wild","medium","acceptable",NA,NA,NA,NA,NA,"454"
