"","HAGRID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Common name","Female maturity (days)","Male maturity (days)","Gestation/Incubation (days)","Weaning (days)","Litter/Clutch size","Litters/Clutches per year","Inter-litter/Interbirth interval","Birth weight (g)","Weaning weight (g)","Adult weight (g)","Growth rate (1/days)","Maximum longevity (yrs)","Source","Specimen origin","Sample size","Data quality","IMR (per yr)","MRDT (yrs)","Metabolic rate (W)","Body mass (g)","Temperature (K)","References"
"1005","01012","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","minimus","Least flycatcher",365,365,14,NA,4,1.5,NA,NA,NA,10,NA,8,"577","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,445,577"
"1006","01013","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","oberholseri","Dusky flycatcher",365,365,15,NA,4,1,NA,1.19,NA,10.95,NA,9,"579","wild","medium","acceptable",NA,NA,NA,NA,NA,"445,579"
"1007","01014","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","traillii","Willow flycatcher",365,365,13,NA,3.5,1,NA,NA,NA,12.6,0.472,11,"579","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,445,579,732"
"1008","01015","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","virescens","Acadian flycatcher",365,365,13,NA,3,1,NA,1.9,NA,12.6,NA,12.1,"427","wild","medium","acceptable",NA,NA,0.1795,12.3,NA,"427,435,444,445,820"
"1009","01016","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","antillarum","Puerto rican flycatcher",NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,NA,13.6,"0427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,820"
"1010","01017","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","cinerascens","Ash-throated flycatcher",NA,NA,15,NA,4,1.5,NA,3.7,NA,28.5,0.396,11.9,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,444,445,732"
"1011","01018","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","crinitus","Great crested flycatcher",365,365,14,NA,5,1,NA,3,NA,32.1,NA,14.9,"427","wild","small","acceptable",NA,NA,0.384,33.9,NA,"427,435,444,445,820"
"1012","01019","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","tyrannulus","Brown-crested flycatcher",NA,NA,NA,NA,NA,1,NA,NA,NA,35,NA,11,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,445"
"1013","01020","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Pyrocephalus","rubinus","Vermilion flycatcher",365,365,14,NA,3,1.5,NA,1.3,NA,12.87,NA,5.5,"577","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,445,577"
"1014","01021","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","nigricans","Black phoebe",NA,NA,16,NA,4,1.5,NA,1.5,NA,18.25,NA,8,"577","wild","medium","acceptable",NA,NA,NA,NA,NA,"445,577"
"1015","01022","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","phoebe","Eastern phoebe",NA,NA,16,NA,5,2,NA,1.65,NA,19.7,NA,10.3,NA,"unknown","medium","acceptable",NA,NA,0.3449,21.6,NA,"61,435,444,445,820"
"1016","01023","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","saya","Say's phoebe",NA,NA,15,NA,4.5,2,NA,NA,NA,21.8,NA,NA,NA,"unknown","small","low",NA,NA,NA,NA,NA,"445"
"1017","01024","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus","tyrannus","Eastern kingbird",365,365,12,NA,3,1,NA,3.2,NA,39.9,0.451,11.1,"427","wild","small","acceptable",NA,NA,0.4372,35.7,NA,"427,444,445,510,732,818,820"
"1018","01025","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus","verticalis","Western kingbird",365,365,13,NA,4,1,NA,3.4,NA,40.7,0.416,6.9,"579","wild","tiny","acceptable",NA,NA,NA,NA,NA,"444,445,579,732"
"1019","01026","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","atricapilla","Black-capped vireo",NA,NA,15,NA,4,NA,NA,1,NA,8.65,NA,12,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,444,445"
"1020","01027","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","bellii","Bell's vireo",365,365,14,NA,4,2,NA,1.8,NA,10,NA,9.1,"427","wild","tiny","acceptable",NA,NA,NA,NA,NA,"427,444,445"
"1021","01028","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","flavifrons","Yellow-throated vireo",365,365,15,NA,4,1,NA,NA,NA,18,NA,6.1,"578","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,445,578"
"1022","01029","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","gilvus","Warbling vireo",304,304,13,NA,3.5,2,NA,NA,NA,15,NA,13.1,"578","wild","small","acceptable",NA,NA,NA,NA,NA,"444,445,578"
"1023","01030","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","griseus","White-eyed vireo",365,365,13,NA,4,1,NA,1.73,NA,12,NA,10.9,"427","wild","small","acceptable",NA,NA,NA,NA,NA,"427,444,445,818"
"1024","01031","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","huttoni","Hutton's vireo",NA,NA,14,NA,4,NA,NA,NA,NA,11.3,NA,13.5,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,444,445"
"1025","01032","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","latimeri","Puerto rican vireo",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,16.8,"0427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,820"
"1026","01033","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","olivaceus","Red-eyed vireo",365,365,12,NA,3.5,1,NA,1.65,NA,17,0.536,10.2,"427","wild","small","acceptable",NA,NA,NA,NA,NA,"427,444,445,732"
"1027","01034","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","philadelphicus","Philadelphia vireo",NA,NA,14,NA,4,1,NA,NA,NA,12,NA,9.8,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,444,445"
"1028","01035","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","solitarius","Blue-headed vireo",365,365,12,NA,4,1,NA,NA,NA,16,NA,7.4,"578","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,445,578"
"1029","01036","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","vicinior","Grey vireo",NA,NA,13,NA,3.5,NA,NA,NA,NA,12.4,NA,NA,NA,"unknown","small","low",NA,NA,NA,NA,NA,"445"
"1030","01037","Animalia","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops","japonicus","Japanese white-eye",365,365,11,NA,3.5,2,NA,1.1,NA,11.25,NA,5.1,"577","wild","medium","acceptable",NA,NA,NA,NA,NA,"445,577"
"1031","01038","Animalia","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops","lateralis","Silvereye",365,365,NA,NA,NA,NA,NA,NA,NA,12.7,NA,13,"958","wild","large","acceptable",NA,NA,NA,NA,NA,"820,958,1143"
"1032","01039","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","alba","Great egret",730,730,23,NA,3,2,NA,NA,NA,873.5,NA,22.8,"576","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,445,576,729,820"
"1033","01040","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","cinerea","Grey heron",730,730,NA,NA,NA,NA,NA,NA,NA,1443,0.149,37.5,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,732,820"
"1034","01041","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","cocoi","Cocoi heron",NA,NA,NA,NA,NA,NA,NA,NA,NA,1937.7,NA,24.4,"575","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"575,820"
"1035","01042","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","goliath","Goliath heron",NA,NA,NA,NA,NA,NA,NA,NA,NA,4468,NA,22.9,"575","captivity","small","acceptable",NA,NA,NA,NA,NA,"575,820"
"1036","01043","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","herodias","Great blue heron",669,669,28,NA,4,2,NA,50,NA,1870,0.156,24.5,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"61,427,444,445,732"
"1037","01044","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","purpurea","Purple heron",730,730,NA,NA,NA,NA,NA,NA,NA,1065.5,0.236,25.4,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,732,820"
"1038","01045","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Botaurus","lentiginosus","American bittern",365,365,34,NA,4,NA,NA,NA,NA,706,NA,8.3,"576","wild","small","acceptable",NA,NA,2.7412,600,NA,"425,444,445,576,820"
"1039","01046","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Botaurus","stellaris","Bittern",730,730,NA,NA,NA,NA,NA,NA,NA,1324.5,NA,11.3,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,820"
"1040","01047","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Bubulcus","ibis","Cattle egret",730,730,22,NA,3,1,NA,19.1,NA,390,0.22,23,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,444,445,448,729,732"
"1041","01048","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Butorides","virescens","Green heron",730,730,20,NA,4,1,NA,16,NA,175,0.208,11.6,"576","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,445,576,732"
"1042","01049","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Egretta","caerulea","Little blue heron",365,365,23,NA,4,1,NA,NA,NA,339.5,0.258,13.9,"576","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,445,576,732,820"
"1043","01050","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Egretta","garzetta","Little egret",365,365,NA,NA,NA,NA,NA,NA,NA,312,0.248,22.3,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,732,820"
"1044","01051","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Egretta","rufescens","Reddish egret",1461,1461,NA,NA,3,1,NA,NA,NA,614,NA,22,"972","wild","small","acceptable",NA,NA,NA,NA,NA,"444,445,820,972"
"1045","01052","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Egretta","thula","Snowy egret",365,365,18,NA,4,1,NA,20,NA,314,NA,22.8,"577","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,445,577"
"1046","01053","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Egretta","tricolor","Tricolored heron",669,669,21,NA,4,1,NA,NA,NA,309.9,NA,17.7,"576","wild","small","acceptable",NA,NA,NA,NA,NA,"444,445,576"
"1047","01054","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ixobrychus","minutus","Little bittern",730,730,NA,NA,NA,NA,NA,NA,NA,101,NA,6.9,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,820"
"1048","01055","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Nycticorax","nycticorax","Black-crowned night heron",365,365,25,NA,4,1,NA,24.2,NA,800,NA,21.1,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,438,444,445"
"1049","01056","Animalia","Chordata","Aves","Pelecaniformes","Balaenicipitidae","Balaeniceps","rex","Shoebill",NA,NA,NA,NA,NA,NA,NA,NA,NA,5984,NA,35.7,"575","captivity","small","acceptable",NA,NA,NA,NA,NA,"575,820"
"1050","01057","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","crispus","Dalmatian pelican",NA,NA,NA,NA,NA,NA,NA,NA,NA,9550,NA,35.3,"575","captivity","large","acceptable",NA,NA,NA,NA,NA,"575,820"
"1051","01058","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","erythrorhynchos","American white pelican",1095,1095,36,NA,2,1,NA,110,NA,6129,NA,54,"576","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,445,576"
"1052","01059","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","occidentalis","Brown pelican",365,730,29,NA,3,1,NA,63.5,NA,3115.8,0.112,43,"445","unknown","medium","acceptable",NA,NA,NA,NA,NA,"61,438,444,445,732"
"1053","01060","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","onocrotalus","Great white pelican",NA,NA,NA,NA,NA,NA,NA,NA,NA,9520,NA,51,"575","captivity","large","acceptable",NA,NA,NA,NA,NA,"575,820"
"1054","01061","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Bostrychia","carunculata","Wattled ibis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"649","captivity","small","acceptable",NA,NA,NA,NA,NA,"649"
"1055","01062","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Bostrychia","hagedash","Hadada ibis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1238,NA,16,"649","captivity","small","acceptable",NA,NA,NA,NA,NA,"649,820"
"1056","01063","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Bostrychia","rara","Spot-breasted ibis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","small","low",NA,NA,NA,NA,NA,"649"
"1057","01064","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Eudocimus","albus","White ibis",730,730,22,NA,3,1,NA,36.3,NA,940,0.13,27.6,"649","captivity","medium","acceptable",NA,NA,NA,NA,NA,"444,445,649,732"
"1058","01065","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Eudocimus","ruber","Scarlet ibis",NA,NA,23,NA,2,NA,NA,NA,NA,615,NA,33.2,"649","captivity","large","acceptable",NA,NA,NA,NA,NA,"444,649"
"1059","01066","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Geronticus","calvus","Bald ibis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,"649","captivity","medium","acceptable",NA,NA,NA,NA,NA,"649"
"1060","01067","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Geronticus","eremita","Northern bald ibis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1202,0.237,32.9,"649","captivity","large","acceptable",NA,NA,NA,NA,NA,"649,732,820"
"1061","01068","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Nipponia","nippon","Crested ibis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,25.8,"649","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"649,820"
"1062","01069","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Phimosus","infuscatus","Whispering ibis",NA,NA,NA,NA,NA,NA,NA,NA,NA,559,NA,20,"649","captivity","small","acceptable",NA,NA,NA,NA,NA,"649,820"
"1063","01070","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Platalea","ajaja","Roseate spoonbill",1095,1095,23,NA,3,1,NA,50,NA,1036.97,NA,28,NA,"unknown","medium","acceptable",NA,NA,NA,NA,NA,"61,438,444,445"
"1064","01071","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Platalea","alba","African spoonbill",NA,NA,NA,NA,NA,NA,NA,NA,NA,1521,NA,17.9,"649","captivity","small","acceptable",NA,NA,NA,NA,NA,"649,820"
"1065","01072","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Platalea","flavipes","Yellow-billed spoonbill",NA,NA,NA,NA,NA,NA,NA,NA,NA,1747.5,NA,28.6,"649","captivity","small","acceptable",NA,NA,NA,NA,NA,"649,820"
"1066","01073","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Platalea","leucorodia","Eurasian spoonbill",1095,1095,NA,NA,NA,NA,NA,NA,NA,1868,0.174,30.1,"649","captivity","medium","acceptable",NA,NA,NA,NA,NA,"649,729,732,820"
"1067","01074","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Platalea","minor","Black-faced spoonbill",NA,NA,NA,NA,NA,NA,NA,NA,NA,1228,NA,15,"649","captivity","medium","acceptable",NA,NA,NA,NA,NA,"649,820"
"1068","01075","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Plegadis","chihi","White-faced ibis",730,730,21,NA,3.5,1,NA,29.35,NA,487.5,NA,20.4,"649","captivity","medium","acceptable",NA,NA,NA,NA,NA,"444,445,649"
"1069","01076","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Plegadis","falcinellus","Glossy ibis",1095,1095,21,NA,3,1,NA,166,NA,431.2,NA,26.8,"649","captivity","large","high",NA,NA,NA,NA,NA,"444,445,649,729"
"1070","01077","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Plegadis","ridgwayi","Puna ibis",NA,NA,NA,NA,NA,NA,NA,NA,NA,584,NA,18,"649","captivity","medium","acceptable",NA,NA,NA,NA,NA,"649,820"
"1071","01078","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Pseudibis","papillosa","Black ibis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"649","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"649"
"1072","01079","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Theristicus","caerulescens","Plumbeous ibis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,NA,NA,NA,"unknown","small","low",NA,NA,NA,NA,NA,"649,820"
"1073","01080","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Theristicus","caudatus","Buff-necked ibis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1726,NA,22,"649","captivity","small","acceptable",NA,NA,NA,NA,NA,"649,820"
"1074","01081","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Theristicus","melanopis","Black-faced ibis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.5,"649","captivity","medium","acceptable",NA,NA,NA,NA,NA,"649"
"1075","01082","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Threskiornis","aethiopicus","Sacred ibis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1530,NA,37,"649","captivity","large","acceptable",NA,NA,NA,NA,NA,"61,649"
"1076","01083","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Threskiornis","melanocephalus","Black-headed ibis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2,"649","captivity","medium","acceptable",NA,NA,NA,NA,NA,"649"
"1077","01084","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Threskiornis","molucca","Australian ibis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1806,NA,33.2,"649","captivity","small","acceptable",NA,NA,NA,NA,NA,"649,820"
"1078","01085","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Threskiornis","spinicollis","Straw-necked ibis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1351.5,NA,39.4,"649","captivity","medium","acceptable",NA,NA,NA,NA,NA,"649,820"
"1079","01086","Animalia","Chordata","Aves","Phaethontiformes","Phaethontidae","Phaethon","aethereus","Red-billed tropicbird",NA,NA,44,NA,1,NA,NA,NA,NA,750,NA,17.6,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,444,820"
"1080","01087","Animalia","Chordata","Aves","Phaethontiformes","Phaethontidae","Phaethon","rubricauda","Red-tailed tropicbird",274,274,45,NA,1,1,NA,54,NA,593.2,NA,32.7,"427","wild","small","acceptable",NA,NA,NA,NA,NA,"427,444,445"
"1081","01088","Animalia","Chordata","Aves","Phoenicopteriformes","Phoenicopteridae","Phoeniconaias","minor","Lesser flamingo",NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,NA,41,"991","wild","medium","acceptable",NA,NA,NA,NA,NA,"820,991"
"1082","01089","Animalia","Chordata","Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus","chilensis","Chilean flamingo",NA,NA,NA,NA,NA,NA,NA,NA,NA,2277,NA,36.7,"600","captivity","large","acceptable",NA,NA,NA,NA,NA,"600,820"
"1083","01090","Animalia","Chordata","Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus","roseus","Greater flamingo",1825,1825,30,NA,1,NA,NA,NA,NA,2500,NA,44,"1","captivity","large","acceptable",NA,NA,NA,NA,NA,"1,61,438,729"
"1084","01091","Animalia","Chordata","Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus","ruber","American flamingo",NA,NA,NA,NA,NA,NA,NA,NA,NA,3065.8,NA,NA,NA,"unknown","medium","low",NA,NA,NA,NA,NA,"427,820,1143"
"1085","01092","Animalia","Chordata","Aves","Piciformes","Picidae","Colaptes","auratus","Northern flicker",365,365,11,NA,4,1,NA,5.48,NA,120,NA,12.5,"579","wild","small","acceptable",NA,NA,NA,NA,NA,"444,445,579"
"1086","01093","Animalia","Chordata","Aves","Piciformes","Picidae","Dendrocopos","leucotos","White-backed woodpecker",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,0.323,15.9,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,732,820"
"1087","01094","Animalia","Chordata","Aves","Piciformes","Picidae","Dendrocopos","major","Great spotted woodpecker",365,365,NA,NA,NA,NA,NA,NA,NA,75.1,0.402,12.7,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,732,820"
"1088","01095","Animalia","Chordata","Aves","Piciformes","Picidae","Dendrocopos","medius","Middle spotted woodpecker",365,365,NA,NA,NA,NA,NA,NA,NA,59,NA,8,"729","wild","medium","acceptable",NA,NA,NA,NA,NA,"729,820"
"1089","01096","Animalia","Chordata","Aves","Piciformes","Picidae","Dendrocopos","minor","Lesser spotted woodpecker",365,365,NA,NA,NA,NA,NA,NA,NA,19.8,NA,9.8,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,820"
"1090","01097","Animalia","Chordata","Aves","Piciformes","Picidae","Dendrocopos","syriacus","Syrian woodpecker",NA,NA,NA,NA,NA,NA,NA,NA,NA,76.8,NA,10.9,"0450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,820"
"1091","01098","Animalia","Chordata","Aves","Piciformes","Picidae","Dryocopus","martius","Black woodpecker",365,365,NA,NA,NA,NA,NA,NA,NA,321,0.308,14,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,732,820"
"1092","01099","Animalia","Chordata","Aves","Piciformes","Picidae","Dryocopus","pileatus","Pileated woodpecker",354,365,18,NA,4,1,NA,NA,NA,364,0.276,13,"427","wild","tiny","acceptable",NA,NA,NA,NA,NA,"427,444,445,732"
"1093","01100","Animalia","Chordata","Aves","Piciformes","Picidae","Jynx","torquilla","Eurasian wryneck",365,365,NA,NA,NA,NA,NA,NA,NA,35,0.373,10,"729","wild","medium","acceptable",NA,NA,NA,NA,NA,"729,732,820"
"1094","01101","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","aurifrons","Golden-fronted woodpecker",365,365,13,NA,4.5,2,NA,NA,NA,81.63,NA,NA,NA,"unknown","small","low",NA,NA,NA,NA,NA,"444,445,579"
"1095","01102","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","carolinus","Red-bellied woodpecker",365,365,12,NA,4,2,NA,8,NA,72.5,NA,20.7,NA,"unknown","medium","acceptable",NA,NA,NA,NA,NA,"444,445"
"1096","01103","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","erythrocephalus","Red-headed woodpecker",365,365,14,NA,5,2,NA,NA,NA,75,NA,10,NA,"unknown","medium","acceptable",NA,NA,NA,NA,NA,"444,445"
"1097","01104","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","formicivorus","Acorn woodpecker",694,766,14,NA,4,2,NA,4.7,NA,79.7,NA,17.2,"427","wild","medium","acceptable",NA,NA,0.737,73,NA,"427,435,444,445,820"
"1098","01105","Animalia","Chordata","Aves","Piciformes","Picidae","Melanerpes","uropygialis","Gila woodpecker",NA,NA,14,NA,4,2,NA,NA,NA,65,NA,11,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,444,445"
"1099","01106","Animalia","Chordata","Aves","Piciformes","Picidae","Picoides","borealis","Red-cockaded woodpecker",240,240,11,NA,3,1,NA,3.2,NA,56,NA,16.1,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,437,444,445"
